Term	ID	es	nes	pval	sidak	fdr	geneset_size	leading_edge	propagated_edge
PI-3K cascade:FGFR3	R-HSA-5654710	0.6345694360131047	1.6912356527523027	0.09079180419309085	1.0	0.3817240796821979	15	ENSG00000068078,ENSG00000179295,ENSG00000138675	ENSG00000068078,ENSG00000177885,ENSG00000179295,ENSG00000158815,ENSG00000075388,ENSG00000109458,ENSG00000138675,ENSG00000145675,ENSG00000113578,ENSG00000107831,ENSG00000102678,ENSG00000196468,ENSG00000121879,ENSG00000156427,ENSG00000078579,ENSG00000118972,ENSG00000166225
Growth hormone receptor signaling	R-HSA-982772	0.6344134750146724	1.6905143652123957	0.09092959234913045	1.0	0.3817240796821979	15	ENSG00000102882,ENSG00000168610,ENSG00000172179,ENSG00000196396,ENSG00000169047,ENSG00000185338	ENSG00000151694,ENSG00000196396,ENSG00000102882,ENSG00000115415,ENSG00000173757,ENSG00000169047,ENSG00000120833,ENSG00000185338,ENSG00000100030,ENSG00000178188,ENSG00000136487,ENSG00000172179,ENSG00000126561,ENSG00000184557,ENSG00000114737,ENSG00000254087,ENSG00000111679,ENSG00000168610,ENSG00000112964,ENSG00000185950,ENSG00000136488,ENSG00000113494,ENSG00000259384
Lewis blood group biosynthesis	R-HSA-9037629	0.6288562196252928	1.6882418401486712	0.09136481455315915	1.0	0.3817240796821979	12	ENSG00000176920,ENSG00000171124,ENSG00000110080	ENSG00000162630,ENSG00000235863,ENSG00000176920,ENSG00000196371,ENSG00000171124,ENSG00000180549,ENSG00000172461,ENSG00000167080,ENSG00000156413,ENSG00000172318,ENSG00000183778,ENSG00000064225,ENSG00000110080,ENSG00000130383,ENSG00000160408
Transcription of E2F targets under negative control by DREAM complex	R-HSA-1362277	0.7284422237825099	1.6878974445337747	0.0914309172891492	1.0	0.3817240796821979	7		ENSG00000189308,ENSG00000132646,ENSG00000103479,ENSG00000080839,ENSG00000198176,ENSG00000125952,ENSG00000131747,ENSG00000136997,ENSG00000133740,ENSG00000164045,ENSG00000114126,ENSG00000116478,ENSG00000183814,ENSG00000094804,ENSG00000205659,ENSG00000162521,ENSG00000267796,ENSG00000101412
TNFs bind their physiological receptors	R-HSA-5669034	0.6222517485742809	1.6849430893829165	0.0919995520563055	1.0	0.3827312325758759	22	ENSG00000243509,ENSG00000120659,ENSG00000106952,ENSG00000164761,ENSG00000161955,ENSG00000240505,ENSG00000117586,ENSG00000120949,ENSG00000181634,ENSG00000117560,ENSG00000120337	ENSG00000067182,ENSG00000117586,ENSG00000157873,ENSG00000117560,ENSG00000120659,ENSG00000240505,ENSG00000226979,ENSG00000243509,ENSG00000125735,ENSG00000158813,ENSG00000186197,ENSG00000215788,ENSG00000106952,ENSG00000164761,ENSG00000181634,ENSG00000161955,ENSG00000049249,ENSG00000139193,ENSG00000120337,ENSG00000102524,ENSG00000028137,ENSG00000120949,ENSG00000186827,ENSG00000131080,ENSG00000186891,ENSG00000135960,ENSG00000048462,ENSG00000125657
Regulation of gene expression by Hypoxia-inducible Factor	R-HSA-1234158	0.7074448795964975	1.68171129127121	0.0926248374545604	1.0	0.3839660815048975	8	ENSG00000112715	ENSG00000164442,ENSG00000124440,ENSG00000181061,ENSG00000143437,ENSG00000112715,ENSG00000116016,ENSG00000107159,ENSG00000100644,ENSG00000100393,ENSG00000130427
Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	R-HSA-5693554	0.6252696414560658	1.6754636266880274	0.09384330188460521	1.0	0.3872384536300171	19	ENSG00000258366,ENSG00000139618,ENSG00000174371,ENSG00000182185,ENSG00000149311	ENSG00000149311,ENSG00000258366,ENSG00000139618,ENSG00000197299,ENSG00000020922,ENSG00000196584,ENSG00000012048,ENSG00000182185,ENSG00000138346,ENSG00000113522,ENSG00000108384,ENSG00000127922,ENSG00000175643,ENSG00000138376,ENSG00000136492,ENSG00000178966,ENSG00000083093,ENSG00000101773,ENSG00000111247,ENSG00000051180,ENSG00000185379,ENSG00000126215,ENSG00000174371,ENSG00000177302,ENSG00000104320,ENSG00000172977
Synthesis of very long-chain fatty acyl-CoAs	R-HSA-75876	-0.46672333440657376	-1.6718138494755417	0.09456103496187107	1.0	0.3872384536300171	11	ENSG00000206527,ENSG00000143554,ENSG00000205678,ENSG00000119915,ENSG00000151726,ENSG00000118402,ENSG00000170522,ENSG00000197142	ENSG00000164181,ENSG00000074696,ENSG00000205678,ENSG00000143554,ENSG00000066322,ENSG00000099797,ENSG00000118402,ENSG00000149084,ENSG00000119915,ENSG00000206527,ENSG00000151726,ENSG00000165996,ENSG00000170522,ENSG00000176715,ENSG00000130377,ENSG00000197142,ENSG00000068366,ENSG00000012660,ENSG00000130948,ENSG00000103740,ENSG00000188921,ENSG00000123983,ENSG00000197977
Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane	R-HSA-190840	0.6449275362318638	1.6703183897916938	0.09485638663117424	1.0	0.3872384536300171	5	ENSG00000258947,ENSG00000167553,ENSG00000183785,ENSG00000152661	ENSG00000167553,ENSG00000127824,ENSG00000188229,ENSG00000198033,ENSG00000075886,ENSG00000258947,ENSG00000173213,ENSG00000152086,ENSG00000183785,ENSG00000152661,ENSG00000243910,ENSG00000104833,ENSG00000137267,ENSG00000167552,ENSG00000178462,ENSG00000101162,ENSG00000123416,ENSG00000137285,ENSG00000176014
Gamma-carboxylation of protein precursors	R-HSA-159740	0.7236513605397116	1.6692515422140304	0.09506753925456679	1.0	0.3872384536300171	7	ENSG00000115486,ENSG00000180210	ENSG00000180210,ENSG00000242252,ENSG00000126218,ENSG00000126231,ENSG00000183087,ENSG00000057593,ENSG00000101981,ENSG00000115718,ENSG00000115486
PI3K/AKT activation	R-HSA-198203	0.723647500923843	1.6692365028960887	0.09507051855587245	1.0	0.3872384536300171	7	ENSG00000134259	ENSG00000105647,ENSG00000051382,ENSG00000169047,ENSG00000121879,ENSG00000067560,ENSG00000185950,ENSG00000134259,ENSG00000198400
"""FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes"	R-HSA-9615017	0.6199134273575325	1.6622282068576144	0.0964670264174039	1.0	0.39156233986786515	20	ENSG00000254647,ENSG00000166949,ENSG00000113580,ENSG00000115138,ENSG00000109819,ENSG00000106633	"ENSG00000166949,ENSG00000131482,ENSG00000109819,ENSG00000106633,ENSG00000066427,ENSG00000196591,ENSG00000122585,ENSG00000204060,ENSG00000124253,ENSG00000104918,ENSG00000113580,ENSG00000121691,ENSG00000159723,ENSG00000141646,ENSG00000142082,ENSG00000115138,ENSG00000072310,ENSG00000175387,ENSG00000146678,ENSG00000291237,ENSG00000158022,ENSG00000221866,ENSG00000156804,ENSG00000254647,ENSG00000184481,ENSG00000116478,ENSG00000169375,ENSG00000118689,ENSG00000154262"""
Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models	R-HSA-8862803	0.6626717810734226	1.6581053741665484	0.0972961993667516	1.0	0.3935614431132617	10	ENSG00000153094	ENSG00000108953,ENSG00000167815,ENSG00000153113,ENSG00000164885,ENSG00000158402,ENSG00000310517,ENSG00000291237,ENSG00000117560,ENSG00000126247,ENSG00000256812,ENSG00000117450,ENSG00000167110,ENSG00000142192,ENSG00000176749,ENSG00000164045,ENSG00000160789,ENSG00000162909,ENSG00000177606,ENSG00000101224,ENSG00000118689,ENSG00000113368,ENSG00000153094
FLT3 Signaling	R-HSA-9607240	0.6250515164419297	1.6548978817154179	0.09794521403401912	1.0	0.3948205351923047	14	ENSG00000153094,ENSG00000179295,ENSG00000145675	ENSG00000174775,ENSG00000111276,ENSG00000177885,ENSG00000179295,ENSG00000090554,ENSG00000105221,ENSG00000117020,ENSG00000115904,ENSG00000133703,ENSG00000100351,ENSG00000145675,ENSG00000213281,ENSG00000106070,ENSG00000121879,ENSG00000118689,ENSG00000142208,ENSG00000122025,ENSG00000153094
Telomere C-strand synthesis initiation	R-HSA-174430	0.6997053008652395	1.6505686962878492	0.09882667526273914	1.0	0.39574942393431334	8		ENSG00000146143,ENSG00000107960,ENSG00000166848,ENSG00000178971,ENSG00000128513,ENSG00000147601,ENSG00000198056,ENSG00000132604,ENSG00000102977,ENSG00000092330,ENSG00000257949,ENSG00000014138
p38MAPK events	R-HSA-171007	-0.5260512032563248	-1.6504412417592829	0.09885272180395166	1.0	0.39574942393431334	5	ENSG00000133703,ENSG00000197122,ENSG00000162889,ENSG00000160271	ENSG00000213281,ENSG00000174775,ENSG00000162889,ENSG00000114738,ENSG00000112062,ENSG00000160271,ENSG00000188130,ENSG00000185386,ENSG00000156711,ENSG00000133703,ENSG00000006451,ENSG00000197122
PKR-mediated signaling	R-HSA-9833482	0.5963188664919823	1.6408212684828734	0.1008345219702973	1.0	0.4023056525026537	30	ENSG00000141510,ENSG00000168610,ENSG00000115392,ENSG00000186868,ENSG00000175354	ENSG00000115415,ENSG00000115392,ENSG00000131944,ENSG00000186868,ENSG00000269335,ENSG00000221829,ENSG00000139546,ENSG00000181544,ENSG00000116030,ENSG00000137267,ENSG00000204389,ENSG00000088888,ENSG00000170312,ENSG00000141510,ENSG00000121060,ENSG00000105568,ENSG00000167264,ENSG00000108984,ENSG00000127824,ENSG00000104365,ENSG00000075886,ENSG00000152086,ENSG00000187790,ENSG00000125977,ENSG00000143621,ENSG00000183785,ENSG00000137713,ENSG00000243910,ENSG00000104833,ENSG00000204388,ENSG00000158092,ENSG00000113575,ENSG00000185504,ENSG00000168610,ENSG00000160710,ENSG00000187608,ENSG00000175354,ENSG00000166233,ENSG00000188229,ENSG00000198033,ENSG00000175279,ENSG00000258947,ENSG00000138646,ENSG00000134001,ENSG00000055332,ENSG00000169689,ENSG00000176170,ENSG00000126803,ENSG00000112039,ENSG00000167552,ENSG00000103275,ENSG00000204390,ENSG00000158169,ENSG00000181163,ENSG00000130741,ENSG00000187741,ENSG00000137285,ENSG00000176014,ENSG00000261456,ENSG00000167553,ENSG00000109971,ENSG00000162585,ENSG00000104695,ENSG00000173213,ENSG00000180228,ENSG00000066027,ENSG00000145335,ENSG00000156587,ENSG00000213341,ENSG00000183161,ENSG00000178462,ENSG00000102580,ENSG00000135829,ENSG00000101162,ENSG00000123416
Transcription-Coupled Nucleotide Excision Repair (TC-NER)	R-HSA-6781827	-0.4039373423492077	-1.637123045292705	0.10160476224186832	1.0	0.4027607221314201	15	ENSG00000139842,ENSG00000110768,ENSG00000272047,ENSG00000047315,ENSG00000020426,ENSG00000134480,ENSG00000163161,ENSG00000221983,ENSG00000134058,ENSG00000100142	ENSG00000163161,ENSG00000170315,ENSG00000020426,ENSG00000134480,ENSG00000021776,ENSG00000104884,ENSG00000105258,ENSG00000110107,ENSG00000145736,ENSG00000213780,ENSG00000272047,ENSG00000100142,ENSG00000240682,ENSG00000105656,ENSG00000221983,ENSG00000076924,ENSG00000110768,ENSG00000143947,ENSG00000198783,ENSG00000144231,ENSG00000102978,ENSG00000049167,ENSG00000147669,ENSG00000134058,ENSG00000084072,ENSG00000187735,ENSG00000163882,ENSG00000099817,ENSG00000139842,ENSG00000181222,ENSG00000167986,ENSG00000047315,ENSG00000168002,ENSG00000163945,ENSG00000177700,ENSG00000111358,ENSG00000150991,ENSG00000005075,ENSG00000187555,ENSG00000158290,ENSG00000100387
RIPK1-mediated regulated necrosis	R-HSA-5213460	0.7151379807620571	1.6360090296197611	0.10183769761023975	1.0	0.4027607221314201	7	ENSG00000064012	ENSG00000003402,ENSG00000168040,ENSG00000147162,ENSG00000120889,ENSG00000132589,ENSG00000117560,ENSG00000168404,ENSG00000102871,ENSG00000110330,ENSG00000023445,ENSG00000129465,ENSG00000026103,ENSG00000064012,ENSG00000170248,ENSG00000101966,ENSG00000137312,ENSG00000121858,ENSG00000104689,ENSG00000137275,ENSG00000103266,ENSG00000127191
Collagen chain trimerization	R-HSA-8948216	0.5976282237660205	1.6338588907163851	0.10228848335872076	1.0	0.4027607221314201	29	ENSG00000060718,ENSG00000134871,ENSG00000196739,ENSG00000169031,ENSG00000187498	ENSG00000060718,ENSG00000188517,ENSG00000188153,ENSG00000168542,ENSG00000164692,ENSG00000206384,ENSG00000169436,ENSG00000204262,ENSG00000172752,ENSG00000169031,ENSG00000124749,ENSG00000171812,ENSG00000197565,ENSG00000142173,ENSG00000082293,ENSG00000114270,ENSG00000101203,ENSG00000130635,ENSG00000171502,ENSG00000204291,ENSG00000187955,ENSG00000139219,ENSG00000092758,ENSG00000065618,ENSG00000134871,ENSG00000084636,ENSG00000108821,ENSG00000160963,ENSG00000204248,ENSG00000144810,ENSG00000163359,ENSG00000142156,ENSG00000081052,ENSG00000080573,ENSG00000049089,ENSG00000215018,ENSG00000111799,ENSG00000112280,ENSG00000123500,ENSG00000196739,ENSG00000182871,ENSG00000197467,ENSG00000187498
Activation of the TFAP2 (AP-2) family of transcription factors	R-HSA-8866907	0.6570049854108482	1.6336768632959864	0.10232671896752077	1.0	0.4027607221314201	10	ENSG00000008196	ENSG00000008196,ENSG00000137203,ENSG00000127337,ENSG00000005339,ENSG00000164442,ENSG00000186153,ENSG00000008197,ENSG00000179862,ENSG00000087510,ENSG00000125931,ENSG00000100393
Extra-nuclear estrogen signaling	R-HSA-9009391	0.5723888984319925	1.6244219324260925	0.10428578932977817	1.0	0.40663508931014064	37	ENSG00000163235,ENSG00000164867,ENSG00000091831,ENSG00000145675,ENSG00000105974,ENSG00000140009,ENSG00000169398	ENSG00000114450,ENSG00000065135,ENSG00000149968,ENSG00000105647,ENSG00000164867,ENSG00000162188,ENSG00000176170,ENSG00000172354,ENSG00000214415,ENSG00000182585,ENSG00000115808,ENSG00000172380,ENSG00000175893,ENSG00000169398,ENSG00000160691,ENSG00000127588,ENSG00000213694,ENSG00000106211,ENSG00000142208,ENSG00000197122,ENSG00000109321,ENSG00000138798,ENSG00000091831,ENSG00000140009,ENSG00000114353,ENSG00000100985,ENSG00000174021,ENSG00000174808,ENSG00000186469,ENSG00000087245,ENSG00000117461,ENSG00000242616,ENSG00000127928,ENSG00000176533,ENSG00000105971,ENSG00000080824,ENSG00000146648,ENSG00000145675,ENSG00000168243,ENSG00000153786,ENSG00000069966,ENSG00000163235,ENSG00000167083,ENSG00000113070,ENSG00000127955,ENSG00000121879,ENSG00000105974,ENSG00000198668,ENSG00000111664,ENSG00000127920,ENSG00000140443,ENSG00000126457,ENSG00000167414,ENSG00000137673,ENSG00000078369
Negative regulation of FGFR2 signaling	R-HSA-5654727	0.6119991260621153	1.6241028352758429	0.10435386297323435	1.0	0.40663508931014064	20	ENSG00000140285,ENSG00000066468,ENSG00000179295,ENSG00000138675,ENSG00000070193	ENSG00000066468,ENSG00000070388,ENSG00000170315,ENSG00000177885,ENSG00000179295,ENSG00000102882,ENSG00000158815,ENSG00000075388,ENSG00000138675,ENSG00000100030,ENSG00000221983,ENSG00000113578,ENSG00000107831,ENSG00000110395,ENSG00000102678,ENSG00000150991,ENSG00000196468,ENSG00000143947,ENSG00000156427,ENSG00000186895,ENSG00000140285,ENSG00000111241,ENSG00000078579,ENSG00000118972,ENSG00000166225,ENSG00000070193
Inactivation of CSF3 (G-CSF) signaling	R-HSA-9705462	0.6182490649802685	1.6232579320204217	0.10453427834838092	1.0	0.40663508931014064	14	ENSG00000168610,ENSG00000119535,ENSG00000105397,ENSG00000185338	ENSG00000131508,ENSG00000170315,ENSG00000108342,ENSG00000119535,ENSG00000072401,ENSG00000115415,ENSG00000173757,ENSG00000162434,ENSG00000185338,ENSG00000109332,ENSG00000114125,ENSG00000101336,ENSG00000221983,ENSG00000126561,ENSG00000184557,ENSG00000165025,ENSG00000254087,ENSG00000154582,ENSG00000168610,ENSG00000150991,ENSG00000143947,ENSG00000166266,ENSG00000103363,ENSG00000105397
Assembly of collagen fibrils and other multimeric structures	R-HSA-2022090	0.5808502079192452	1.622451158387474	0.10470678285798041	1.0	0.40663508931014064	34	ENSG00000060718,ENSG00000134871,ENSG00000196739,ENSG00000169031,ENSG00000187498,ENSG00000163131	ENSG00000060718,ENSG00000168542,ENSG00000188153,ENSG00000164692,ENSG00000206384,ENSG00000204262,ENSG00000169031,ENSG00000172752,ENSG00000171812,ENSG00000137745,ENSG00000197565,ENSG00000178209,ENSG00000142173,ENSG00000114270,ENSG00000135047,ENSG00000058085,ENSG00000137674,ENSG00000204291,ENSG00000130635,ENSG00000171502,ENSG00000091409,ENSG00000187955,ENSG00000164733,ENSG00000139219,ENSG00000092758,ENSG00000065618,ENSG00000196878,ENSG00000134871,ENSG00000108821,ENSG00000204248,ENSG00000100985,ENSG00000144810,ENSG00000151914,ENSG00000163359,ENSG00000142156,ENSG00000081052,ENSG00000136943,ENSG00000080573,ENSG00000132470,ENSG00000049089,ENSG00000053747,ENSG00000111799,ENSG00000112280,ENSG00000177697,ENSG00000163131,ENSG00000123500,ENSG00000196739,ENSG00000182871,ENSG00000137673,ENSG00000187498
InlA-mediated entry of Listeria monocytogenes into host cells	R-HSA-8876493	0.6335409067304474	1.6208477411934012	0.1050502968106608	1.0	0.40663508931014064	5	ENSG00000168036	ENSG00000039068,ENSG00000170315,ENSG00000150991,ENSG00000143947,ENSG00000198561,ENSG00000105879,ENSG00000168036,ENSG00000197122
ABC transporters in lipid homeostasis	R-HSA-1369062	0.65348945517293	1.6184827519246499	0.1055586009833882	1.0	0.4072541404276595	10	ENSG00000143921	ENSG00000144452,ENSG00000160179,ENSG00000154265,ENSG00000167972,ENSG00000064687,ENSG00000138075,ENSG00000117528,ENSG00000101986,ENSG00000143921,ENSG00000154263,ENSG00000154258,ENSG00000107331,ENSG00000173208,ENSG00000034693,ENSG00000118137,ENSG00000172350,ENSG00000154262
Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)	R-HSA-5358606	0.6774265796382791	1.6162087581343862	0.10604918585428735	1.0	0.4078009811304668	6	ENSG00000174371,ENSG00000132383	ENSG00000095002,ENSG00000132646,ENSG00000105486,ENSG00000132383,ENSG00000117748,ENSG00000077514,ENSG00000175482,ENSG00000062822,ENSG00000076242,ENSG00000174371,ENSG00000113318,ENSG00000106628,ENSG00000106399
FCGR3A-mediated IL10 synthesis	R-HSA-9664323	0.6024257837981613	1.6135593737848117	0.10662303492310321	1.0	0.40866336991838575	25	ENSG00000173175,ENSG00000197943,ENSG00000143226,ENSG00000123104,ENSG00000078295,ENSG00000096433,ENSG00000162104,ENSG00000198821,ENSG00000150995,ENSG00000121281,ENSG00000124181,ENSG00000138031,ENSG00000136634	ENSG00000211934,ENSG00000211666,ENSG00000242371,ENSG00000005249,ENSG00000241351,ENSG00000108946,ENSG00000211658,ENSG00000244437,ENSG00000211677,ENSG00000239951,ENSG00000150995,ENSG00000211962,ENSG00000243238,ENSG00000183943,ENSG00000211956,ENSG00000211663,ENSG00000072062,ENSG00000251546,ENSG00000162104,ENSG00000211937,ENSG00000211964,ENSG00000240382,ENSG00000165059,ENSG00000211941,ENSG00000278857,ENSG00000143226,ENSG00000096433,ENSG00000211644,ENSG00000124181,ENSG00000211625,ENSG00000211673,ENSG00000211893,ENSG00000160654,ENSG00000101336,ENSG00000239975,ENSG00000211640,ENSG00000211973,ENSG00000211668,ENSG00000254087,ENSG00000176105,ENSG00000078295,ENSG00000211892,ENSG00000211955,ENSG00000173175,ENSG00000136634,ENSG00000211660,ENSG00000142875,ENSG00000211651,ENSG00000174233,ENSG00000244116,ENSG00000211662,ENSG00000270550,ENSG00000241244,ENSG00000211679,ENSG00000211598,ENSG00000188191,ENSG00000000938,ENSG00000211653,ENSG00000123104,ENSG00000168710,ENSG00000197943,ENSG00000165025,ENSG00000138031,ENSG00000274576,ENSG00000211959,ENSG00000211599,ENSG00000197122,ENSG00000121281,ENSG00000211942,ENSG00000211652,ENSG00000242076,ENSG00000211949,ENSG00000118260,ENSG00000211967,ENSG00000243466,ENSG00000242534,ENSG00000211938,ENSG00000211648,ENSG00000010810,ENSG00000224373,ENSG00000155897,ENSG00000240864,ENSG00000243290,ENSG00000114302,ENSG00000129467,ENSG00000211659,ENSG00000198821,ENSG00000239571,ENSG00000251039,ENSG00000150337,ENSG00000198668,ENSG00000203747,ENSG00000278196,ENSG00000164742
Cyclin A/B1/B2 associated events during G2/M transition	R-HSA-69273	-0.43010749870964493	-1.6090287253324975	0.10761006065506873	1.0	0.41045033638234735	13	ENSG00000170312,ENSG00000137713,ENSG00000136122,ENSG00000113575,ENSG00000020426,ENSG00000134480,ENSG00000164045,ENSG00000082898,ENSG00000134058,ENSG00000152193,ENSG00000221914	ENSG00000111206,ENSG00000221914,ENSG00000020426,ENSG00000123374,ENSG00000157456,ENSG00000214517,ENSG00000134480,ENSG00000292327,ENSG00000127564,ENSG00000145386,ENSG00000129534,ENSG00000164045,ENSG00000140534,ENSG00000136122,ENSG00000133101,ENSG00000105325,ENSG00000170312,ENSG00000105568,ENSG00000134058,ENSG00000158402,ENSG00000104695,ENSG00000167393,ENSG00000166483,ENSG00000082898,ENSG00000137713,ENSG00000129810,ENSG00000113575,ENSG00000205629,ENSG00000101224,ENSG00000152193,ENSG00000134057,ENSG00000123485
Tie2 Signaling	R-HSA-210993	0.6314943484278366	1.6067040101830186	0.10811931351456083	1.0	0.41045033638234735	11	ENSG00000115290,ENSG00000179295	ENSG00000174775,ENSG00000115290,ENSG00000091879,ENSG00000101280,ENSG00000177885,ENSG00000179295,ENSG00000051382,ENSG00000120156,ENSG00000115904,ENSG00000133703,ENSG00000145675,ENSG00000213281,ENSG00000147443,ENSG00000154188,ENSG00000160691,ENSG00000121879,ENSG00000141738
"""GABA synthesis, release, reuptake and degradation"	R-HSA-888590	-0.495530321333675	-1.6038409099550908	0.10874912444436435	1.0	0.41045033638234735	7	ENSG00000168993,ENSG00000079841,ENSG00000128683,ENSG00000101438,ENSG00000101152,ENSG00000136750,ENSG00000220205	"ENSG00000168993,ENSG00000109971,ENSG00000136750,ENSG00000106089,ENSG00000220205,ENSG00000101438,ENSG00000132639,ENSG00000101152,ENSG00000105649,ENSG00000079841,ENSG00000128683,ENSG00000136854"""
Signaling by cytosolic FGFR1 fusion mutants	R-HSA-1839117	0.6306430317803313	1.6028840405198843	0.10896025781974439	1.0	0.41045033638234735	11	ENSG00000168610,ENSG00000257923,ENSG00000145675,ENSG00000213066	ENSG00000033327,ENSG00000213066,ENSG00000177885,ENSG00000115415,ENSG00000124831,ENSG00000173757,ENSG00000257923,ENSG00000145675,ENSG00000126561,ENSG00000111790,ENSG00000186716,ENSG00000122779,ENSG00000168610,ENSG00000121879,ENSG00000119397,ENSG00000196535,ENSG00000111605
mRNA Splicing - Minor Pathway	R-HSA-72165	-0.4559544237201521	-1.6016114397165173	0.10924155953267967	1.0	0.41045033638234735	11	ENSG00000124193,ENSG00000047315,ENSG00000143368,ENSG00000185946,ENSG00000139168,ENSG00000125743,ENSG00000100142	ENSG00000136937,ENSG00000161547,ENSG00000087365,ENSG00000143368,ENSG00000125651,ENSG00000184209,ENSG00000139343,ENSG00000105258,ENSG00000144028,ENSG00000161981,ENSG00000174231,ENSG00000100142,ENSG00000141759,ENSG00000090470,ENSG00000101161,ENSG00000174243,ENSG00000144231,ENSG00000124193,ENSG00000169976,ENSG00000115524,ENSG00000102978,ENSG00000065978,ENSG00000136450,ENSG00000147669,ENSG00000182004,ENSG00000185946,ENSG00000189091,ENSG00000115128,ENSG00000099817,ENSG00000163882,ENSG00000198231,ENSG00000181222,ENSG00000115875,ENSG00000188342,ENSG00000168566,ENSG00000125743,ENSG00000047315,ENSG00000168002,ENSG00000167088,ENSG00000139168,ENSG00000060688,ENSG00000177700,ENSG00000125835,ENSG00000100028,ENSG00000100319,ENSG00000169249,ENSG00000114503,ENSG00000143977,ENSG00000005075
Formation of the posterior neural plate	R-HSA-9832991	0.706011801631426	1.6002204050284683	0.10954969700041439	1.0	0.41045033638234735	7		ENSG00000198795,ENSG00000182968,ENSG00000149922,ENSG00000168505,ENSG00000181449,ENSG00000185668,ENSG00000169554,ENSG00000165588,ENSG00000154342
Uptake and function of anthrax toxins	R-HSA-5210891	0.7057260903703265	1.5990974356675653	0.10979895439348097	1.0	0.41045033638234735	7		ENSG00000140564,ENSG00000126934,ENSG00000169032,ENSG00000170248,ENSG00000034152,ENSG00000163297,ENSG00000198668,ENSG00000076984,ENSG00000065559,ENSG00000108984
Role of second messengers in netrin-1 signaling	R-HSA-418890	0.7056125233068766	1.5986510250734456	0.10989816534446084	1.0	0.41045033638234735	7		ENSG00000069018,ENSG00000065320,ENSG00000187323,ENSG00000144935,ENSG00000174238,ENSG00000133107,ENSG00000124181,ENSG00000138741,ENSG00000072315
Constitutive Signaling by Overexpressed ERBB2	R-HSA-9634285	-0.5172439099194264	-1.5966412167236241	0.11034570582502878	1.0	0.4108093315587855	5	ENSG00000177885,ENSG00000133703,ENSG00000112851	ENSG00000174775,ENSG00000213281,ENSG00000127947,ENSG00000177885,ENSG00000160691,ENSG00000105401,ENSG00000141736,ENSG00000115904,ENSG00000112851,ENSG00000133703
Glycosphingolipid biosynthesis	R-HSA-9840309	0.6858108538129397	1.5943492774561159	0.11085782636337682	1.0	0.411405711170754	8		ENSG00000160408,ENSG00000126091,ENSG00000235863,ENSG00000176920,ENSG00000169255,ENSG00000101638,ENSG00000118276,ENSG00000148154,ENSG00000128242,ENSG00000115525,ENSG00000157350,ENSG00000174607,ENSG00000135454,ENSG00000128274,ENSG00000176597,ENSG00000158470,ENSG00000100422,ENSG00000174951
CD28 dependent Vav1 pathway	R-HSA-389359	0.670451583496205	1.5876234308341732	0.11237151662807032	1.0	0.4152963195204057	6	ENSG00000178562	ENSG00000182866,ENSG00000177885,ENSG00000070831,ENSG00000121594,ENSG00000178562,ENSG00000180370,ENSG00000141968,ENSG00000077264,ENSG00000149269,ENSG00000114013,ENSG00000010810
Complex I biogenesis	R-HSA-6799198	-0.4169143497843434	-1.5865406901945889	0.11261670939945989	1.0	0.4152963195204057	17	ENSG00000156170,ENSG00000164258,ENSG00000164182,ENSG00000267855,ENSG00000158864,ENSG00000137806,ENSG00000113013,ENSG00000224877,ENSG00000213619,ENSG00000100209,ENSG00000106603,ENSG00000023228,ENSG00000110074	ENSG00000177646,ENSG00000137806,ENSG00000267855,ENSG00000119421,ENSG00000171204,ENSG00000171202,ENSG00000198695,ENSG00000198840,ENSG00000184857,ENSG00000158864,ENSG00000168653,ENSG00000065518,ENSG00000151366,ENSG00000147684,ENSG00000170906,ENSG00000130159,ENSG00000165264,ENSG00000198886,ENSG00000125356,ENSG00000090266,ENSG00000155463,ENSG00000198763,ENSG00000174886,ENSG00000140990,ENSG00000083099,ENSG00000160194,ENSG00000110074,ENSG00000136521,ENSG00000115286,ENSG00000156170,ENSG00000139180,ENSG00000183648,ENSG00000147123,ENSG00000137038,ENSG00000198888,ENSG00000106603,ENSG00000186010,ENSG00000113013,ENSG00000166136,ENSG00000151413,ENSG00000184983,ENSG00000184752,ENSG00000099795,ENSG00000164258,ENSG00000131495,ENSG00000109390,ENSG00000004779,ENSG00000003509,ENSG00000145494,ENSG00000123545,ENSG00000145337,ENSG00000128609,ENSG00000119013,ENSG00000213619,ENSG00000100209,ENSG00000183605,ENSG00000178057,ENSG00000105341,ENSG00000164182,ENSG00000224877,ENSG00000167792,ENSG00000101247,ENSG00000113845,ENSG00000023228,ENSG00000130414,ENSG00000110717,ENSG00000198786
Nicotinate metabolism	R-HSA-196807	-0.5149178401073187	-1.582420456344742	0.11355361785012041	1.0	0.4174345259961974	5	ENSG00000109743,ENSG00000004468,ENSG00000157064,ENSG00000008130	ENSG00000077009,ENSG00000103485,ENSG00000106733,ENSG00000152620,ENSG00000173614,ENSG00000004468,ENSG00000109743,ENSG00000008130,ENSG00000157064,ENSG00000172890,ENSG00000122696,ENSG00000163864
